Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Property Type Order,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
03 - New Single Family Residential,2023-MSS-RES-00306,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GAR/VB/R-3/U,BEAUCHAMP CONSTRUCTION INC,,83181.69,,298670.7,2704-B RIATA RD,SFR-ATT,83181.69,215489.01,Single Dwelling Attached,New Construction,1.0,1,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2023-MSS-RES-00320,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Addition mudroom/sunroom in back of house with deck. New roof over front door steps and landing./VB/R-3,ROYAL POINT CONSTRUCTION,,10883.5,,36822.32,326 E KENT AVE,,10883.5,25938.82,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00420,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/VB/R-3,OWNER,,100084.44,,354248.76,2514 FENCE LINE DR,SFR-DET,100084.44,254164.32,Single Dwelling Detached,New Construction,2.0,1,02 Data Dump,2024-02-01,February,02,2024,2024
06 - New Miscellaneous,2023-MSS-RES-00487,,BNRDG - New Detached Garage/Carport,,2021 CODES/NEW DET GARAGE/VB/U,OWNER,,9820.8,,38292.48,2514 FENCE LINE DR,SFR-DET,9820.8,28471.680000000004,"Misc. (Garage, Shed, etc.)",New Construction,9.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00722,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,HAYDEN HOMES LLC,,73203.15,,264104.43,5634 CATTLE DR,SFR-DET,73203.15,190901.28,Single Dwelling Detached,New Construction,2.0,1,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00863,,BNSFR - New Single Family Residence,ADU,2021 CODES/NEW ADU-SFR/ATT GARAGE/VB/R-3,MUEHLHAUSEN CONSTRUCTION INC,,38340.0,,140310.96,1915 S 4TH ST W,ADU,38340.0,101970.95999999999,ADU,New Construction,99.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00886,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3,3GEN BUILDERS LLC,,117566.91,,423435.25,4369 HARRISON SCOTT DR,SFR-DET,117566.91,305868.33999999997,Single Dwelling Detached,New Construction,2.0,1,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00904,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,MOSTAD CONSTRUCTION INC,,89676.45,,321117.42,7116 BROOKE LYNN CT,SFR-DET,89676.45,231440.96999999997,Single Dwelling Detached,New Construction,2.0,1,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2023-MSS-RES-00968,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Second Story Addition and bath & kitchen remodel/VB/R-3,DEPUY BUILDING LLC,310000.0,0.0,,,532 S 06TH ST W,,310000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00978,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3,BEAUCHAMP CONSTRUCTION INC,,101837.1,,364637.08,2549 DRAKE LN,SFR-DET,101837.1,262799.98,Single Dwelling Detached,New Construction,2.0,1,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2023-MSS-RES-00986,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/BASEMENT FINISH/VB/R-3,COMMON SENSE CONSTRUCTION,40000.0,0.0,,,2579 FREEDOM LP,,40000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00019,BCRRS -  Reroof/Reside Commercial,,,"COM / Remove and dispose of ballast rock and EPDM / Install 60 mil TPO mechanically attached over 1/2"" insulation over the 
existing insulation /  new wall flashings / pipe flashings /new drain inserts / new scuppers and downspouts / New 24 gauge parapet coping / INSTALL PER IBC AND LISTING / 0:12 / VB / B",SUMMIT ROOFING INC,99000.0,0.0,,,150 CATLIN ST,,99000.0,0.0,Commercial,Addition/Remodel,16.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00027,BCRRS -  Reroof/Reside Commercial,,,"APARTMENTS 8-UNITS / Installation of new 60ml TPO white roofing membrane over the entire, low slope, two-story, gabled apartment building / 1:12 / OBSERVE LOW SLOPE REQUIREMENTS / INSTALL PER IBC AND LISTING .",JIM GUERRERO ROOFING,30000.0,0.0,,,131 W SUSSEX AVE,,30000.0,0.0,Commercial,Addition/Remodel,16.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00029,BCRRS -  Reroof/Reside Commercial,,,"COMM BLDG / remove epdm and asphalt roof / Install 1/2"" HD ISO and 60 mil white TPO membrane / There are 3 sections of roof but all the same building. We are replacing only 2 sections, one on each end. / INSTALL PER IBC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 0:12 / VB / B

POSITIVE ROOF DRAINAGE REQUIRED.",SCHROCK COMMERCIAL ROOFING INC,39254.0,0.0,,,1205 DEFOE ST,,39254.0,0.0,Commercial,Addition/Remodel,16.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00030,BCRRS -  Reroof/Reside Commercial,,,"MULTI-UNIT 8 PLEX / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IBC AND LISTING / 4:12 / VB / R2",RHINO ROOFING,12000.0,0.0,,,1561 S 12TH ST W,,12000.0,0.0,Commercial,Addition/Remodel,16.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00005,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/New covered patio to existing residence/VB/R-3,OWNER,5000.0,0.0,,,5497 FILLY LN,SFR-DET,5000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00009,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/REMODEL BASEMENT/ PREVIOUS REMODEL THAT WAS NOT PERMITTED**/WILL NOT BE A SECOND DWELLING UNIT/This is an inspection permit for a non-compliant residence/VB/R-3,OWNER,500.0,0.0,,,331 NORTHVIEW DR,,500.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00011,,BNSFR - New Single Family Residence,ADU,2021 CODES/NEW ADU-SFR/VB/R-3,OWNER,,17990.4,,64270.08,929 COOPER ST,ADU,17990.4,46279.68,ADU,New Construction,99.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00015,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,STRAIGHT LINE CONSTRUCTION INC,,137298.71,,490528.59,979 ANGLERS BEND WAY,SFR-DET,137298.71,353229.88,Single Dwelling Detached,New Construction,2.0,1,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00016,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Master and basement bath remodel - replace existing showers & surround for new shower & surround - no layout changes. licensed plumber to replace fixtures in wet area only. wet area on ext wall - will check for proper insulation & v. barrier prior to new acrylic panels installed./VB/R-3,YOUR HOME IMPROVEMENT COMPANY LLC *UNLIMITED*,14200.0,0.0,,,7 SEPTEMBER DR,,14200.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00026,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/GARAGE ADDITION TO SFR/VB/R-3/U,OWNER,,4876.3,,19013.28,3202 HOLLIS ST,,4876.3,14136.98,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00032,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Main bath remodel - replace existing tub & surround for new tub & surround - no layout changes. licensed plumber to replace fixtures in wet area only. wet area on ext wall - will check for proper insulation & v. barrier prior to new acrylic panels installed./VB/R-3,YOUR HOME IMPROVEMENT COMPANY LLC *UNLIMITED*,7800.0,0.0,,,1715 S 08TH ST W,,7800.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00041,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing Shingles / Replace with ice and water shield / synthetic underlayment / and Timberline HDZ Shingles / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,FISHER FAMILY CONSTRUCTION,17727.0,0.0,,,3028 QUEEN ST,,17727.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00042,,BRRRS - Reroof or Reside Residential,,SFR / Reroof: tear off existing roof / Install Malarkey shingles / Malarkey ice and water / Malarkey synthetic felt / Install new drip edge and vents /. INSTALL PER IRC AND LISTING / 6:12 / VB / R3,LOLO PEAK ROOFING LLC,11000.0,0.0,,,326 BENTON AVE,,11000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00044,,BRRRS - Reroof or Reside Residential,,"SFR / 1. Remove and dispose of existing roofing         
2. Install 1/2"" protection insulation         
3. Install 60 mil TPO by mechanically attaching         
4. New flashings for chimney, pipes, and vents        
5. New 24 gauge Prefinished edge metal and fascia (color selected by owner)        
6. Install new gutter and downspouts (only where  gutter is currently) / INSTALL PER IRC AND LISTING / 0:12 / OBSERVER LOW SLOPE REQUIREMENTS / VB / R3",SUMMIT ROOFING INC,55000.0,0.0,,,111 ARTEMOS DR,,55000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00045,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Egress window install. In basement - no new bedroom, basement is an open layout./VB/R-3",FULL CURL ENTERPRISES LLC,1000.0,0.0,,,1630 BEL-VUE DR,,1000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00049,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Main floor bath remodel -  replace existing shower & surround for new shower & surround - no layout changes. licensed plumber to replace fixtures in wet area only. wet area on ext wall - will check for proper insulation & v. barrier prior to new acrylic panels installed./VB/R-3,YOUR HOME IMPROVEMENT COMPANY LLC *UNLIMITED*,8700.0,0.0,,,810 HART ST,,8700.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00050,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Upstairs main bath remodel - replace existing tub & surround for new tub & surround - no layout changes. licensed plumber to replace fixtures in wet area only. wet area on ext wall - will check for proper insulation & v. barrier prior to new acrylic panels installed./VB/R-3,YOUR HOME IMPROVEMENT COMPANY LLC *UNLIMITED*,7600.0,0.0,,,5 WAKONDA CT,,7600.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00067,,BRRRS - Reroof or Reside Residential,,SFR / to remove old roofing / to install ice & water shield / to install GAF Tigerpaw underlayment / to install GAF Timberline HDz architectural shingles / INSTALL PER IRC AND LISTING /  6:12 / VB / R3,ABOVE THE REST ROOFING,6500.0,0.0,,,702 PHILIPS ST,,6500.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00068,,BRRRS - Reroof or Reside Residential,,SFR / to remove old roofing / to install ice & water shield / to install GAF Tigerpaw underlayment / to install GAF Timberline HDz architectural shingles / INSTALL PER IRC AND LISTING / 6:12 / VB / R3,ABOVE THE REST ROOFING,8000.0,0.0,,,815 N 06TH ST W,,8000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00073,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,MIGHTY DOG ROOFING 157,8000.0,0.0,,,1804 DIXON AVE,,8000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00077,,BRRRS - Reroof or Reside Residential,,SFR / remove roofing materials to bare deck / install new d metal / install ice and water shield on the entire roof surface / install new shingles and accessories/vents (6 nail) / INSTALL PER IRC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS  / 3:12 / VB / R3,SAPPHIRE ROOFING,15550.0,0.0,,,4570 KANIKSU CT,,15550.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00079,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on eaves / new starter course felt ridge vent and ridge cap. /  Oc duration shingles / INSTALL PER IRC AND LISTING / 7:12 / VB / R3,A & B ROOFING CO,15250.0,0.0,,,242 1/2 S 05TH ST W,,15250.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00081,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on eaves / new starter course felt / new shingles ridge vent and ridge cap only 1 side of roof other side was completed 5 years ago. / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,A & B ROOFING CO,4200.0,0.0,,,2320 FAIRVIEW AVE,,4200.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00083,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code /  Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,MIGHTY DOG ROOFING 157,10000.0,0.0,,,305 39TH ST,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00086,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt, replace with 50-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 5:12 / VB / R3",RHINO ROOFING,17000.0,0.0,,,230 STRAND AVE,,17000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00087,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 6:12 / VB / R3,MIGHTY DOG ROOFING 157,10500.0,0.0,,,4686 CHRISTIAN DR,,10500.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2024-MSS-RES-00088,,BRRRS - Reroof or Reside Residential,,"SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 3:12 / VB / R3


Lap underlayment 19 inches for asphalt shingle application on roofs with slopes 2:12 up to 4:12. IWP required as prescribed in code.",MIGHTY DOG ROOFING 157,9800.0,0.0,,,99 LACOTA DR,,9800.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
,2022-MSS-RES-00074.02,,,,REV 2 1/25/2024: ADDING DECK REPLACEMENT,OWNER,5000.0,,,,609 REDWOOD ST,,5000.0,0.0,Modification to Work in Progress,Addition/Remodel,99.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
,2021-MSS-COM-00364.02,,,,"2/15/24 REVISIONS 7 AND 8 / Change in our Fixture Locations for Store Layout (7) / Data Monitoring Locations, Peg Board Details, and the new Circuit Location for the IDF Data Panel (8)",HOBBY LOBBY STORESINC,17838.0,,,,2901 BROOKS ST - HOBBY LOBBY,,17838.0,0.0,Modification to Work in Progress,Addition/Remodel,99.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
06 - New Miscellaneous,2022-MSS-RES-00134,,BNRDG - New Detached Garage/Carport,,NEW DET GARAGE/VB/U,OWNER,,14731.2,,51740.29,2432 BELT BUCKLE WAY,SFR-DET,14731.2,37009.09,"Misc. (Garage, Shed, etc.)",New Construction,9.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
08 - New Business,2023-MSS-COM-00308,BNCON -  New Other,,,2021 CODES/SNOWFARM COMMUNITY CENTER/VB/B/A-3,HEADWATERS CONSTRUCTION COMPANY,,252689.4,956861.19,,2175 SAGEBRUSH DR,,252689.4,704171.7899999999,Business,New Construction,11.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
05 - New MultiFamily,2023-MSS-COM-00311,BNMRA - New Multifamily 3-4 Units,,,2021 CODES/SNOWFARM 4-PLEX/NEW 4-PLEX/VB/R-2,HEADWATERS CONSTRUCTION COMPANY,,330912.04,,1081847.65,1905 SAGEBRUSH RD,MFR-APT,330912.04,750935.6099999999,Multi-Dwelling Apartment,New Construction,99.0,4,03 Data Dump,2024-03-01,March,03,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00334,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/CITY COUNTY HEALTH DEPARTMENT/Interior remodel of the nurse area on the main floor.  Work to include demolition of existing walls, ceilings, flooring, electrical.  Install new walls, doors, ceilings, lighting/power and finishes.  No mechanical work anticipated./VB/B",LANGLAS & ASSOCIATES INC,189920.0,0.0,,,301 W ALDER ST,,189920.0,0.0,Commercial,Addition/Remodel,16.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00347,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/RUN WILD MISSOULA/Remodel of tenant office space./VB/B,BURLY MAN CREATIONS,57586.38,0.0,,,125 E MAIN ST,,57586.38,0.0,Commercial,Addition/Remodel,16.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00351,BAARC -  Add/Alter/Remodel Commercial,,,"JOHNSON STREET SHELTER/VB/A-2/THE PROJECT HAS MULTIPLE CONSTRUCTION WORK IN DIFFERENT AREAS. PLEASE NOTE THE BATH MODULE BUILDINGS ARE PERMITTED BY THE STATE OF MONTANA, HOWEVER THE BATH MODULE FOUNDATIONS
WILL BE PERMITTED BY THE CITY OF MISSOULA.
BELOW OUTLINES THE AREAS OF WORK:

1 - IS TO PROVIDE NEW SEWER SERVICE TO THE WAREHOUSE BUILDING WITH A PUMP STATION. SEWER,
WATER AND ELECTRICAL SERVICES WILL BE ADDED TO THE BATH MODULE BUILDINGS AS WELL. ALL
ASSOCIATED CIVIL, MECH/PLUMB AND ELEC ARE IN THIS SET.
2 - IS TO MODIFY THE WAREHOUSE TO BE COMPLIANT WITH THE LAUNDRY AREA AND HAND-WASHING AT
THE FOOD DISTRIBUTION AREA. ALSO A NEW MOP SINK IS BEING INSTALLED. ALL ASSOCIATED
MECH/PLUMB/ELEC AND ARCHITECTURAL DOCUMENTS ARE IN THIS SET.
3 - IS TO PROVIDE A TEMPORARY AREA FOR THE TEMPORARY SHOWER TRAILER UNTIL SUCH TIME THE BATH
MODULES ARE COMPLETE. THE TEMP SHOWER WILL BE DISCONNECTED AND REMOVED ONCE THE BATH
MODULES ARE READY FOR USE.
4 - BATH MODULES ARE DESIGNED AND PERMITTED BY OTHERS. HONE IS THE ARCHITECT AND BUILDER.
THE STATE OF MONTANA WILL REVIEW THE BUILDING FOR PERMIT. ENCOMPASS PROVIDED THE SITE CODE
REVIEW FOR PLACEMENT OF THE BUILDINGS ON SITE.
5 - THE BATH MODULES FOUNDATION PLAN IS IN THIS SET FOR CITY OF MISSOULA PERMITTING.
6 - A NEW DOOR ACCESSING THE BATH MODULES IS NOTED IN THIS SET. THIS WALL IS NOT A STRUCTURAL
BEARING WALL.
7 - SITE PAVEMENT AREAS FOR THE NEW SIDEWALK TO THE BATH MODULES IS ALSO PART OF THIS SET.
8 - ALL FENCING IS TO BE PRIVACY AND LOCATED AROUND AREAS AS NOTED ON THE SITE PLAN.
Rev 01 - 03/13/2024: 3/8/2024 REVISION / CHANGE FROM MODULAR BUILDINGS TO BUILT ON SITE",OWNER,320000.0,0.0,,,1919 NORTH AVE W,,320000.0,0.0,Commercial,Addition/Remodel,16.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00360,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/COM BLDG/CHANGE OF USE/THE OWNER WISHES TO CONVERT THE USE FROM THE PREVIOUS (B OCCUPANCY) INTO A RETAIL DISPENSARY (M OCCUPANCY)/VB/M,OWNER,1.0,0.0,,,815 E FRONT ST,,1.0,0.0,Commercial,Addition/Remodel,16.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2023-MSS-RES-00050,,BAARR -  Add/Alter/Remodel Residential,ADU,"2021 CODES / SFR / REMODEL / Remodel of existing main floor bedroom, bathroom, and kitchen./VB/R-3",GREAT SPACES INC,200000.0,0.0,,,717 N 05TH ST W,,200000.0,0.0,ADU,New Construction,99.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2023-MSS-RES-00315,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/INTERIOR REMODEL/VB/R-3
Rev 01 - 01/25/2024: 1/3/24 REVISION",OWNER,225000.0,0.0,,,1205 GERALD AVE,,225000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00341,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,MTV CONSTRUCTION LLC,,181796.9,,642969.3,7067 GUINEVERE DR,SFR-DET,181796.9,461172.4,Single Dwelling Detached,New Construction,2.0,1,03 Data Dump,2024-03-01,March,03,2024,2024
